number,value,params_buffer_num,params_buffer_unroll,params_ctas_per_sm,params_num_warp,params_uncached,user_attrs_build_dir,user_attrs_registers,user_attrs_seq_len,user_attrs_spill_loads_bytes,user_attrs_spill_stores_bytes,user_attrs_stack_bytes,state
130,3621056.0,2,8,2,4,0,/root/TFG-FlashAttention/build,187.0,16384.0,0.0,0.0,0.0,COMPLETE
131,4609504.0,3,6,4,4,0,/root/TFG-FlashAttention/build,128.0,16384.0,508.0,328.0,288.0,COMPLETE
132,3653664.0,4,9,2,4,0,/root/TFG-FlashAttention/build,166.0,16384.0,0.0,0.0,0.0,COMPLETE
133,3620896.0,3,7,3,4,0,/root/TFG-FlashAttention/build,166.0,16384.0,0.0,0.0,0.0,COMPLETE
134,3643040.0,3,6,2,4,0,/root/TFG-FlashAttention/build,202.0,16384.0,0.0,0.0,0.0,COMPLETE
135,3622240.0,3,7,3,4,0,/root/TFG-FlashAttention/build,166.0,16384.0,0.0,0.0,0.0,COMPLETE
136,3617632.0,3,7,3,4,0,/root/TFG-FlashAttention/build,166.0,16384.0,0.0,0.0,0.0,COMPLETE
137,3723488.0,2,6,2,4,0,/root/TFG-FlashAttention/build,188.0,16384.0,0.0,0.0,0.0,COMPLETE
138,3616928.0,3,7,3,4,0,/root/TFG-FlashAttention/build,166.0,16384.0,0.0,0.0,0.0,COMPLETE
139,3617664.0,3,7,3,4,0,/root/TFG-FlashAttention/build,166.0,16384.0,0.0,0.0,0.0,COMPLETE
140,3619552.0,3,7,3,4,0,/root/TFG-FlashAttention/build,166.0,16384.0,0.0,0.0,0.0,COMPLETE
141,3620640.0,3,7,3,4,0,/root/TFG-FlashAttention/build,166.0,16384.0,0.0,0.0,0.0,COMPLETE
142,3665952.0,3,5,3,4,0,/root/TFG-FlashAttention/build,158.0,16384.0,0.0,0.0,0.0,COMPLETE
143,3695584.0,4,7,3,4,0,/root/TFG-FlashAttention/build,162.0,16384.0,0.0,0.0,0.0,COMPLETE
144,3617568.0,2,8,2,4,0,/root/TFG-FlashAttention/build,187.0,16384.0,0.0,0.0,0.0,COMPLETE
145,3648736.0,2,9,2,4,0,/root/TFG-FlashAttention/build,166.0,16384.0,0.0,0.0,0.0,COMPLETE
146,5732416.0,3,8,4,1,0,/root/TFG-FlashAttention/build,176.0,16384.0,0.0,0.0,0.0,COMPLETE
147,3693344.0,3,8,3,4,1,/root/TFG-FlashAttention/build,161.0,16384.0,0.0,0.0,0.0,COMPLETE
148,3698912.0,3,8,3,4,0,/root/TFG-FlashAttention/build,161.0,16384.0,0.0,0.0,0.0,COMPLETE
149,3617856.0,2,7,2,4,0,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
150,3786400.0,3,3,4,4,1,/root/TFG-FlashAttention/build,128.0,16384.0,232.0,128.0,104.0,COMPLETE
151,3620768.0,2,8,2,4,0,/root/TFG-FlashAttention/build,187.0,16384.0,0.0,0.0,0.0,COMPLETE
152,3614976.0,2,7,2,4,0,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
153,3858752.0,2,7,2,2,0,/root/TFG-FlashAttention/build,175.0,16384.0,0.0,0.0,0.0,COMPLETE
154,3620448.0,2,7,2,4,0,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
155,3631104.0,2,7,3,4,0,/root/TFG-FlashAttention/build,164.0,16384.0,0.0,0.0,0.0,COMPLETE
156,3613344.0,2,8,2,4,0,/root/TFG-FlashAttention/build,187.0,16384.0,0.0,0.0,0.0,COMPLETE
157,3669376.0,2,6,1,4,0,/root/TFG-FlashAttention/build,184.0,16384.0,0.0,0.0,0.0,COMPLETE
158,3610528.0,2,7,2,4,0,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
159,3685184.0,2,8,3,4,0,/root/TFG-FlashAttention/build,168.0,16384.0,8.0,4.0,8.0,COMPLETE
160,3776000.0,2,7,1,4,0,/root/TFG-FlashAttention/build,175.0,16384.0,0.0,0.0,0.0,COMPLETE
161,,5,2,3,4,1,,,,,,,PRUNED
162,26232640.0,3,7,4,8,0,/root/TFG-FlashAttention/build,64.0,16384.0,2796.0,2472.0,616.0,COMPLETE
163,3730176.0,2,6,3,4,0,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
164,3674464.0,2,8,1,4,0,/root/TFG-FlashAttention/build,184.0,16384.0,0.0,0.0,0.0,COMPLETE
165,3619392.0,2,7,2,4,0,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
166,3608256.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
167,3611072.0,2,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
168,3603712.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
169,3619808.0,2,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
170,3660096.0,4,6,3,4,0,/root/TFG-FlashAttention/build,164.0,16384.0,0.0,0.0,0.0,COMPLETE
171,3606688.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
172,3608960.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
173,3610848.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
174,3605280.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
175,3603360.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
176,3607840.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
177,3600960.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
178,3599648.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
179,3605856.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
180,3601216.0,3,7,1,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
181,3609696.0,3,7,1,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
182,3608256.0,3,7,2,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
183,3604992.0,3,7,1,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
184,3610528.0,3,7,1,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
185,3602048.0,3,7,1,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
186,3608992.0,3,7,1,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
187,3602080.0,4,6,2,4,0,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
188,3724352.0,3,8,1,4,1,/root/TFG-FlashAttention/build,175.0,16384.0,0.0,0.0,0.0,COMPLETE
189,3761760.0,5,5,2,4,0,/root/TFG-FlashAttention/build,165.0,16384.0,0.0,0.0,0.0,COMPLETE
190,3725408.0,3,6,1,4,1,/root/TFG-FlashAttention/build,179.0,16384.0,0.0,0.0,0.0,COMPLETE
191,3644448.0,3,8,2,4,1,/root/TFG-FlashAttention/build,163.0,16384.0,0.0,0.0,0.0,COMPLETE
192,3648320.0,4,6,1,4,0,/root/TFG-FlashAttention/build,167.0,16384.0,0.0,0.0,0.0,COMPLETE
193,3712224.0,4,7,1,4,1,/root/TFG-FlashAttention/build,164.0,16384.0,0.0,0.0,0.0,COMPLETE
194,3642400.0,3,6,2,4,1,/root/TFG-FlashAttention/build,202.0,16384.0,0.0,0.0,0.0,COMPLETE
195,3734496.0,3,7,4,4,1,/root/TFG-FlashAttention/build,128.0,16384.0,344.0,104.0,104.0,COMPLETE
196,3910240.0,3,8,2,2,1,/root/TFG-FlashAttention/build,167.0,16384.0,0.0,0.0,0.0,COMPLETE
197,3857792.0,3,7,2,2,1,/root/TFG-FlashAttention/build,168.0,16384.0,0.0,0.0,0.0,COMPLETE
198,3789984.0,3,6,3,4,1,/root/TFG-FlashAttention/build,168.0,16384.0,40.0,40.0,40.0,COMPLETE
199,3900640.0,5,6,2,8,0,/root/TFG-FlashAttention/build,128.0,16384.0,364.0,160.0,112.0,COMPLETE
