timestamp, name, temperature.gpu, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], pstate
2026/09/10 08:12:06.579, NVIDIA GeForce RTX 3090, 80, 355.19 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:06.680, NVIDIA GeForce RTX 3090, 80, 355.19 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:06.781, NVIDIA GeForce RTX 3090, 80, 355.19 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:06.882, NVIDIA GeForce RTX 3090, 80, 355.19 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:06.983, NVIDIA GeForce RTX 3090, 80, 355.19 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.084, NVIDIA GeForce RTX 3090, 81, 351.86 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.185, NVIDIA GeForce RTX 3090, 81, 351.86 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.286, NVIDIA GeForce RTX 3090, 81, 351.86 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.387, NVIDIA GeForce RTX 3090, 81, 351.86 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.488, NVIDIA GeForce RTX 3090, 81, 351.86 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.589, NVIDIA GeForce RTX 3090, 79, 353.46 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.689, NVIDIA GeForce RTX 3090, 79, 353.46 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.790, NVIDIA GeForce RTX 3090, 79, 353.46 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.891, NVIDIA GeForce RTX 3090, 79, 353.46 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:07.992, NVIDIA GeForce RTX 3090, 79, 353.46 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:08.093, NVIDIA GeForce RTX 3090, 80, 358.81 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:08.194, NVIDIA GeForce RTX 3090, 80, 358.81 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:08.295, NVIDIA GeForce RTX 3090, 80, 358.81 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:08.396, NVIDIA GeForce RTX 3090, 80, 358.81 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:08.496, NVIDIA GeForce RTX 3090, 80, 358.81 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:08.597, NVIDIA GeForce RTX 3090, 80, 356.08 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:08.698, NVIDIA GeForce RTX 3090, 80, 356.08 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:08.799, NVIDIA GeForce RTX 3090, 80, 356.08 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:08.900, NVIDIA GeForce RTX 3090, 80, 356.08 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.001, NVIDIA GeForce RTX 3090, 80, 356.08 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.102, NVIDIA GeForce RTX 3090, 79, 352.06 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.203, NVIDIA GeForce RTX 3090, 79, 352.06 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.304, NVIDIA GeForce RTX 3090, 79, 352.06 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.405, NVIDIA GeForce RTX 3090, 79, 352.06 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.506, NVIDIA GeForce RTX 3090, 79, 352.06 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.607, NVIDIA GeForce RTX 3090, 79, 356.44 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.708, NVIDIA GeForce RTX 3090, 79, 356.44 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.809, NVIDIA GeForce RTX 3090, 79, 356.44 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:09.910, NVIDIA GeForce RTX 3090, 79, 356.44 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:10.011, NVIDIA GeForce RTX 3090, 79, 356.44 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:10.112, NVIDIA GeForce RTX 3090, 79, 354.08 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:10.213, NVIDIA GeForce RTX 3090, 79, 354.08 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:10.314, NVIDIA GeForce RTX 3090, 79, 354.08 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:10.415, NVIDIA GeForce RTX 3090, 79, 354.08 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:10.515, NVIDIA GeForce RTX 3090, 79, 354.08 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:10.616, NVIDIA GeForce RTX 3090, 81, 351.40 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:10.717, NVIDIA GeForce RTX 3090, 81, 351.40 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:10.818, NVIDIA GeForce RTX 3090, 81, 351.40 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:10.919, NVIDIA GeForce RTX 3090, 81, 351.40 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:11.021, NVIDIA GeForce RTX 3090, 81, 351.40 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:11.122, NVIDIA GeForce RTX 3090, 79, 353.05 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:11.222, NVIDIA GeForce RTX 3090, 79, 353.05 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:11.323, NVIDIA GeForce RTX 3090, 79, 353.05 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:11.424, NVIDIA GeForce RTX 3090, 79, 353.05 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:11.525, NVIDIA GeForce RTX 3090, 79, 353.05 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:11.626, NVIDIA GeForce RTX 3090, 80, 358.58 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:11.728, NVIDIA GeForce RTX 3090, 80, 358.58 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:11.828, NVIDIA GeForce RTX 3090, 80, 358.58 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:11.929, NVIDIA GeForce RTX 3090, 80, 358.58 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:12.030, NVIDIA GeForce RTX 3090, 80, 355.55 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:12.131, NVIDIA GeForce RTX 3090, 80, 355.55 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:12.232, NVIDIA GeForce RTX 3090, 80, 355.55 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:12.333, NVIDIA GeForce RTX 3090, 80, 355.55 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:12.434, NVIDIA GeForce RTX 3090, 80, 355.55 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:12.534, NVIDIA GeForce RTX 3090, 79, 351.38 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:12.635, NVIDIA GeForce RTX 3090, 79, 351.38 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:12.736, NVIDIA GeForce RTX 3090, 79, 351.38 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:12.836, NVIDIA GeForce RTX 3090, 79, 351.38 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:12.937, NVIDIA GeForce RTX 3090, 79, 351.38 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:13.038, NVIDIA GeForce RTX 3090, 79, 356.35 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:13.140, NVIDIA GeForce RTX 3090, 79, 356.35 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:13.240, NVIDIA GeForce RTX 3090, 79, 356.35 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:13.341, NVIDIA GeForce RTX 3090, 79, 356.35 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:13.441, NVIDIA GeForce RTX 3090, 79, 356.35 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 57 %, P2
2026/09/10 08:12:13.542, NVIDIA GeForce RTX 3090, 80, 354.95 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:13.643, NVIDIA GeForce RTX 3090, 80, 354.95 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:13.744, NVIDIA GeForce RTX 3090, 80, 354.95 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:13.845, NVIDIA GeForce RTX 3090, 80, 354.95 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:13.946, NVIDIA GeForce RTX 3090, 80, 354.95 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.047, NVIDIA GeForce RTX 3090, 81, 352.78 W, 370.00 W, 1470 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.147, NVIDIA GeForce RTX 3090, 81, 352.78 W, 370.00 W, 1470 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.248, NVIDIA GeForce RTX 3090, 81, 352.78 W, 370.00 W, 1470 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.349, NVIDIA GeForce RTX 3090, 81, 352.78 W, 370.00 W, 1470 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.450, NVIDIA GeForce RTX 3090, 81, 352.78 W, 370.00 W, 1470 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.551, NVIDIA GeForce RTX 3090, 79, 354.42 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.652, NVIDIA GeForce RTX 3090, 79, 354.42 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.752, NVIDIA GeForce RTX 3090, 79, 354.42 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.853, NVIDIA GeForce RTX 3090, 79, 354.42 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:14.954, NVIDIA GeForce RTX 3090, 79, 354.42 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.055, NVIDIA GeForce RTX 3090, 79, 357.62 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.156, NVIDIA GeForce RTX 3090, 79, 357.62 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.258, NVIDIA GeForce RTX 3090, 79, 357.62 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.358, NVIDIA GeForce RTX 3090, 79, 357.62 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.459, NVIDIA GeForce RTX 3090, 79, 357.62 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.560, NVIDIA GeForce RTX 3090, 80, 352.84 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.661, NVIDIA GeForce RTX 3090, 80, 352.84 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.762, NVIDIA GeForce RTX 3090, 80, 352.84 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.863, NVIDIA GeForce RTX 3090, 80, 352.84 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:15.964, NVIDIA GeForce RTX 3090, 80, 352.84 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.064, NVIDIA GeForce RTX 3090, 79, 349.71 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.165, NVIDIA GeForce RTX 3090, 79, 349.71 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.266, NVIDIA GeForce RTX 3090, 79, 349.71 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.366, NVIDIA GeForce RTX 3090, 79, 349.71 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.467, NVIDIA GeForce RTX 3090, 79, 349.71 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.568, NVIDIA GeForce RTX 3090, 79, 356.48 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.670, NVIDIA GeForce RTX 3090, 79, 356.48 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.770, NVIDIA GeForce RTX 3090, 79, 356.48 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.871, NVIDIA GeForce RTX 3090, 79, 356.48 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:16.972, NVIDIA GeForce RTX 3090, 79, 356.48 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:17.073, NVIDIA GeForce RTX 3090, 80, 355.54 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:17.174, NVIDIA GeForce RTX 3090, 80, 355.54 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:17.275, NVIDIA GeForce RTX 3090, 80, 355.54 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:17.376, NVIDIA GeForce RTX 3090, 80, 355.54 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:17.476, NVIDIA GeForce RTX 3090, 80, 355.54 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:17.577, NVIDIA GeForce RTX 3090, 81, 352.46 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:17.678, NVIDIA GeForce RTX 3090, 81, 352.46 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:17.779, NVIDIA GeForce RTX 3090, 81, 352.46 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:17.880, NVIDIA GeForce RTX 3090, 81, 352.46 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:17.981, NVIDIA GeForce RTX 3090, 81, 352.46 W, 370.00 W, 1500 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:18.082, NVIDIA GeForce RTX 3090, 79, 353.52 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:18.182, NVIDIA GeForce RTX 3090, 79, 353.52 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:18.283, NVIDIA GeForce RTX 3090, 79, 353.52 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:18.384, NVIDIA GeForce RTX 3090, 79, 353.52 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:18.485, NVIDIA GeForce RTX 3090, 79, 353.52 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 62 %, P2
2026/09/10 08:12:18.586, NVIDIA GeForce RTX 3090, 79, 358.53 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:18.687, NVIDIA GeForce RTX 3090, 79, 358.53 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:18.789, NVIDIA GeForce RTX 3090, 79, 358.53 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:18.889, NVIDIA GeForce RTX 3090, 79, 358.53 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:18.990, NVIDIA GeForce RTX 3090, 79, 358.53 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:19.091, NVIDIA GeForce RTX 3090, 81, 354.31 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:19.192, NVIDIA GeForce RTX 3090, 81, 354.31 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:19.293, NVIDIA GeForce RTX 3090, 81, 354.31 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:19.394, NVIDIA GeForce RTX 3090, 81, 354.31 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:19.495, NVIDIA GeForce RTX 3090, 81, 354.31 W, 370.00 W, 1380 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:19.595, NVIDIA GeForce RTX 3090, 79, 349.65 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:19.696, NVIDIA GeForce RTX 3090, 79, 349.65 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:19.797, NVIDIA GeForce RTX 3090, 79, 349.65 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:19.898, NVIDIA GeForce RTX 3090, 79, 349.65 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:19.999, NVIDIA GeForce RTX 3090, 79, 349.65 W, 370.00 W, 1575 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:20.100, NVIDIA GeForce RTX 3090, 79, 357.28 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:20.201, NVIDIA GeForce RTX 3090, 79, 357.28 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:20.302, NVIDIA GeForce RTX 3090, 79, 357.28 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:20.403, NVIDIA GeForce RTX 3090, 79, 357.28 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:20.504, NVIDIA GeForce RTX 3090, 79, 357.28 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 61 %, P2
2026/09/10 08:12:20.605, NVIDIA GeForce RTX 3090, 80, 355.09 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:20.706, NVIDIA GeForce RTX 3090, 80, 355.09 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:20.807, NVIDIA GeForce RTX 3090, 80, 355.09 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:20.908, NVIDIA GeForce RTX 3090, 80, 355.09 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.009, NVIDIA GeForce RTX 3090, 80, 355.09 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.109, NVIDIA GeForce RTX 3090, 81, 352.71 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.210, NVIDIA GeForce RTX 3090, 81, 352.71 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.311, NVIDIA GeForce RTX 3090, 81, 352.71 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.412, NVIDIA GeForce RTX 3090, 81, 352.71 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.513, NVIDIA GeForce RTX 3090, 81, 352.71 W, 370.00 W, 1485 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.614, NVIDIA GeForce RTX 3090, 79, 354.53 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.715, NVIDIA GeForce RTX 3090, 79, 354.53 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.815, NVIDIA GeForce RTX 3090, 79, 354.53 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:21.916, NVIDIA GeForce RTX 3090, 79, 354.53 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.017, NVIDIA GeForce RTX 3090, 79, 354.53 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.118, NVIDIA GeForce RTX 3090, 79, 358.12 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.220, NVIDIA GeForce RTX 3090, 79, 358.12 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.321, NVIDIA GeForce RTX 3090, 79, 358.12 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.421, NVIDIA GeForce RTX 3090, 79, 358.12 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.522, NVIDIA GeForce RTX 3090, 79, 358.12 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.623, NVIDIA GeForce RTX 3090, 80, 353.56 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.724, NVIDIA GeForce RTX 3090, 80, 353.56 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.825, NVIDIA GeForce RTX 3090, 80, 353.56 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:22.926, NVIDIA GeForce RTX 3090, 80, 353.56 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.027, NVIDIA GeForce RTX 3090, 80, 353.56 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.127, NVIDIA GeForce RTX 3090, 79, 349.98 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.228, NVIDIA GeForce RTX 3090, 79, 349.98 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.329, NVIDIA GeForce RTX 3090, 79, 349.98 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.430, NVIDIA GeForce RTX 3090, 79, 349.98 W, 370.00 W, 1590 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.531, NVIDIA GeForce RTX 3090, 79, 355.61 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.633, NVIDIA GeForce RTX 3090, 79, 355.61 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.733, NVIDIA GeForce RTX 3090, 79, 355.61 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.834, NVIDIA GeForce RTX 3090, 79, 355.61 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:23.935, NVIDIA GeForce RTX 3090, 79, 355.61 W, 370.00 W, 1350 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:24.036, NVIDIA GeForce RTX 3090, 80, 353.72 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:24.137, NVIDIA GeForce RTX 3090, 80, 353.72 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:24.238, NVIDIA GeForce RTX 3090, 80, 353.72 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:24.339, NVIDIA GeForce RTX 3090, 80, 353.72 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
2026/09/10 08:12:24.440, NVIDIA GeForce RTX 3090, 80, 353.72 W, 370.00 W, 1365 MHz, 9501 MHz, 100 %, 100 %, P2
