timestamp, name, temperature.gpu, power.draw [W], power.limit [W], clocks.current.sm [MHz], clocks.current.memory [MHz], utilization.gpu [%], utilization.memory [%], pstate
2026/09/10 07:40:56.460, NVIDIA GeForce RTX 3090, 56, 23.64 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:56.569, NVIDIA GeForce RTX 3090, 56, 23.64 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:56.670, NVIDIA GeForce RTX 3090, 56, 23.64 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:56.770, NVIDIA GeForce RTX 3090, 56, 23.64 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:56.871, NVIDIA GeForce RTX 3090, 56, 23.64 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:56.973, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.073, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.174, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.275, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.376, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.477, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.578, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.679, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.779, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.880, NVIDIA GeForce RTX 3090, 56, 23.84 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:57.981, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.082, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.183, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.284, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.385, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.486, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.587, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.688, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.789, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.890, NVIDIA GeForce RTX 3090, 56, 23.61 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:58.991, NVIDIA GeForce RTX 3090, 55, 22.86 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:59.093, NVIDIA GeForce RTX 3090, 55, 22.86 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:59.194, NVIDIA GeForce RTX 3090, 55, 22.86 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:59.295, NVIDIA GeForce RTX 3090, 55, 22.86 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:59.396, NVIDIA GeForce RTX 3090, 55, 22.86 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:59.497, NVIDIA GeForce RTX 3090, 55, 22.86 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:59.598, NVIDIA GeForce RTX 3090, 55, 22.86 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:59.699, NVIDIA GeForce RTX 3090, 55, 22.86 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:59.800, NVIDIA GeForce RTX 3090, 55, 22.86 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:40:59.901, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.002, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.103, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.204, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.305, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.406, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.507, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.608, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.709, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.810, NVIDIA GeForce RTX 3090, 55, 22.24 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:00.911, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.013, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.114, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.215, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.316, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.417, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.518, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.619, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.720, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.821, NVIDIA GeForce RTX 3090, 55, 22.02 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:01.922, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.023, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.124, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.225, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.326, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.427, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.528, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.629, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.730, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.831, NVIDIA GeForce RTX 3090, 54, 22.04 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:02.932, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.034, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.135, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.236, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.337, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.438, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.539, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.640, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.741, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.842, NVIDIA GeForce RTX 3090, 54, 21.58 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:03.943, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.044, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.145, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.246, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.347, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.448, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.549, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.650, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.751, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.852, NVIDIA GeForce RTX 3090, 54, 21.34 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:04.953, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.054, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.155, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.256, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.357, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.458, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.559, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.660, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.761, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.862, NVIDIA GeForce RTX 3090, 53, 21.40 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:05.963, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.064, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.165, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.266, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.367, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.468, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.569, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.670, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.771, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.872, NVIDIA GeForce RTX 3090, 53, 21.17 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:06.973, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.074, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.174, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.276, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.377, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.477, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.579, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.680, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.781, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.882, NVIDIA GeForce RTX 3090, 53, 20.98 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:07.983, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.084, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.185, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.286, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.387, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.488, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.589, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.690, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.791, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.892, NVIDIA GeForce RTX 3090, 53, 20.71 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:08.993, NVIDIA GeForce RTX 3090, 52, 20.42 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:09.094, NVIDIA GeForce RTX 3090, 52, 20.42 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:09.195, NVIDIA GeForce RTX 3090, 52, 20.42 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:09.296, NVIDIA GeForce RTX 3090, 52, 20.42 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:09.397, NVIDIA GeForce RTX 3090, 52, 20.42 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:09.498, NVIDIA GeForce RTX 3090, 52, 20.42 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:09.599, NVIDIA GeForce RTX 3090, 52, 20.42 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:09.700, NVIDIA GeForce RTX 3090, 52, 20.42 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:09.801, NVIDIA GeForce RTX 3090, 52, 20.42 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:09.902, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.003, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.104, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.205, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.306, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.407, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.509, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.610, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.711, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.812, NVIDIA GeForce RTX 3090, 52, 20.33 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:10.913, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.014, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.115, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.216, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.317, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.418, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.519, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.620, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.721, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.822, NVIDIA GeForce RTX 3090, 52, 20.08 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:11.923, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.024, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.125, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.226, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.327, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.428, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.529, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.630, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.731, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.832, NVIDIA GeForce RTX 3090, 52, 19.95 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:12.933, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.034, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.135, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.236, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.337, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.438, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.539, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.640, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.741, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.842, NVIDIA GeForce RTX 3090, 51, 19.93 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:13.943, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:14.044, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:14.145, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:14.246, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:14.347, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:14.448, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:14.549, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:14.652, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:14.753, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
2026/09/10 07:41:14.854, NVIDIA GeForce RTX 3090, 51, 19.54 W, 370.00 W, 210 MHz, 405 MHz, 0 %, 0 %, P8
